text,label,label_name
when did you send me my new card?,5,card_arrival
how long do transfers take? i sent money to a friend who needs it urgently. it's been hours and has not gone through.,27,transfer_not_received_by_recipient
my thoughts were that you offered crypto top up which does not seem to be working. the money has now been taken from my account. what is the problem here?,24,top_up_reverted
i have a top-up that's still pending and wanted to know about it.,18,pending_top_up
when will my top up be applied?,18,pending_top_up
"after my checque or cash deposit, my balance didn't update.",2,balance_not_updated_after_cheque_or_cash_deposit
what's the pending length for credit transactions? i've had one in my pending category now for days and it won't move to processed.,16,pending_card_payment
is there something wrong with the atm? it would not let me pull cash out of my account.,13,declined_cash_withdrawal
i made a deposit in the atm and it has not cleared,17,pending_cash_withdrawal
i got charged twice with a duplicate card. how do i resolve this?,25,transaction_charged_twice
what is the expected delivery date for my card?,5,card_arrival
there are some card payments that i haven't done myself. what is going on with my card and does somebody else have access to my card?,8,card_payment_not_recognised
when i made a cash transfer abroad the wrong exchange rate was applied,29,wrong_exchange_rate_for_cash_withdrawal
how long do deposits take to appear? i've been waiting for more than a week and need the money!,2,balance_not_updated_after_cheque_or_cash_deposit
how can i see the progress of delivery of the card that was sent?,5,card_arrival
"there are charges on my card from the past few day i am pretty sure i didnt make, can you please freeze it for me? how do i get my money returned since it wasnt me?",8,card_payment_not_recognised
what is the pending payment on my card about?,16,pending_card_payment
i was trying to top up my account and it isn't working,23,top_up_failed
why didnt my account allow a transfer,3,beneficiary_not_allowed
why is my beneficiary being denies?,3,beneficiary_not_allowed
i was only given $20 when i tried to get $100,28,wrong_amount_of_cash_received
how long does it take for my top up to clear?,18,pending_top_up
"why, when paying with the card, was i charged an extra fee?",7,card_payment_fee_charged
it has been forever ago that i made an order online. the product simply is not coming. just give me back my money because i'm not paying these people.,21,request_refund
there is a 1£ charge that appears as pending on my statement. what is that? i haven't purchased anything for a pound there.,15,extra_charge_on_statement
why can't i transfer money to a beneficiery?,3,beneficiary_not_allowed
how long does it take for money to transfer?,1,balance_not_updated_after_bank_transfer
i don't recognize what this payment on my statement would be for.,8,card_payment_not_recognised
why is my friend not getting a transaction arrival yet?,27,transfer_not_received_by_recipient
i made a cash withdraw and it shows up as pending why is that?,17,pending_cash_withdrawal
"how long do eu transfers take? i bought something online a couple days ago , sent the money immediately online but the seller says it is still not there yet",19,pending_transfer
i could only take the amount of money that was available to me which was less then i expected.,28,wrong_amount_of_cash_received
"hello, i recently ordered an item and i need help with cancelling and processing a refund as soon as possible. it's very important that i get my refund quickly.",21,request_refund
"while transferring money, its getting error out as my transfer is not possible. please help me in this as earlier i was able to do it successfully.",3,beneficiary_not_allowed
i would like to report an issue with my product and want to get it refunded,21,request_refund
i've made a transfer from france two days ago but i was wondering if international transfers take longer to arrive because it hasn't made it yet.,1,balance_not_updated_after_bank_transfer
please help revert my transaction from this morning.,4,cancel_transfer
in a recent withdrawal i received less cash than i expected to receive. did someone make an error with the exchange rate?,29,wrong_exchange_rate_for_cash_withdrawal
why are fees charged for cash withdrawals? i went to withdraw some money earlier today after shopping. there's a new fee that there.,10,cash_withdrawal_charge
my card payment doesn't work.,12,declined_card_payment
my topping up didn't go through.,23,top_up_failed
why does my statement show an extra fee?,15,extra_charge_on_statement
what should i do if i see a withdrawal is pending?,17,pending_cash_withdrawal
i was charged multiple times at the same location at the same time,25,transaction_charged_twice
why has my top up not gone through yet?,18,pending_top_up
i have a direct debit that i did not set up,14,direct_debit_payment_not_recognised
i withdraw cash from the atm and was charged a fee,10,cash_withdrawal_charge
"i put money into my account in the form of a cheque, but my balance did not change.",2,balance_not_updated_after_cheque_or_cash_deposit
how long does it actually take for a card payment to go through? there's one stuck since a couple days already that doesn't seem to move,16,pending_card_payment
why hasn't my transaction been completed?,27,transfer_not_received_by_recipient
i have duplicated transactions on my statement,25,transaction_charged_twice
how long will my top-up be pending?,18,pending_top_up
my statement indicates i made a payment to an unfamiliar merchant.,8,card_payment_not_recognised
can you please explain why my beneficiary is not allowed?,3,beneficiary_not_allowed
how can i verify if a cash withdrawal was made from my account? i still have my card with me but i did not authorize the withdrawal that just occurred.,11,cash_withdrawal_not_recognised
is my card payment reverted?,22,reverted_card_payment?
why was i charged a fee on a cash withdrawal?,10,cash_withdrawal_charge
how do i activate a card?,0,activate_my_card
why can't i take money from my account?,13,declined_cash_withdrawal
why am i still waiting for my refund,20,Refund_not_showing_up
how long does it take for a cheque to post to your account?,2,balance_not_updated_after_cheque_or_cash_deposit
"i tried to make a withdrawal from the atm, but it was cancelled.",13,declined_cash_withdrawal
"what did you do with my money??? i just topped up, i saw the money was there, but now it's gone!! what did you do with it?",24,top_up_reverted
how come i can't find my payment?,22,reverted_card_payment?
how do i add a new card?,6,card_linking
this isn't fair! i thought transfers could be made for free. i just made a purchase online from abroad and now see some strange fee that i've never seen before.,26,transfer_fee_charged
i need help with my card!!!!! please. it keeps getting declined when i try to use it. i have tried a few times to use it and it keeps getting rejected. i have no idea why.,12,declined_card_payment
my account did not allow the transfer.,3,beneficiary_not_allowed
i see a charge for a direct debit that was not me.,14,direct_debit_payment_not_recognised
i have a payment that hasn't went through yet.,16,pending_card_payment
am i able to track the card that was just sent to me?,5,card_arrival
i went tot the atm earlier today and didn't realize this till now but i did not get all the money i requested. i believe my account was charged for 100 but i only got 80. is there any way we can solve this problem?,28,wrong_amount_of_cash_received
i contacted a seller about a refund last week but he still hasn't returned my money. i am frustrated and need these funds. please help me get my money back.,20,Refund_not_showing_up
i want a refund for my item,21,request_refund
how do i reactivate my card?,6,card_linking
there is a withdrawal on my account that i don't remember initiating.,11,cash_withdrawal_not_recognised
my check or cash deposit has not shown up,2,balance_not_updated_after_cheque_or_cash_deposit
help me find the transfer that i did.,1,balance_not_updated_after_bank_transfer
can you check the exchange rate on a cash transaction i did overseas,29,wrong_exchange_rate_for_cash_withdrawal
what is this extra €1 fee about?,15,extra_charge_on_statement
why have i been charged an extra pound?,15,extra_charge_on_statement
i didn't withdraw the amount of cash that is showing up in the app.,11,cash_withdrawal_not_recognised
i have a transaction showing up multiple times.,25,transaction_charged_twice
was there a number to track that i could get?,5,card_arrival
i'm still waiting on a payment,16,pending_card_payment
"if i bought something i didn't like, can i get a refund?",21,request_refund
i noticed a new fee on my account. i didn't know there were fees for these payments. what is the policy?,7,card_payment_fee_charged
i bought something and now i want a refund.,21,request_refund
the correct exchange rate wasn't given to me for an item i purchased.,9,card_payment_wrong_exchange_rate
i tried to top up but the app rejected it.,23,top_up_failed
why was i charged a higher exchange rate when i bought something abroad?,9,card_payment_wrong_exchange_rate
i did a transfer and was charged a fee that should not have been charged!,26,transfer_fee_charged
can you let me know why my cash withdrawal is still pending?,17,pending_cash_withdrawal
i do not recongize a payment in my account.,8,card_payment_not_recognised
my card payment might have been reverted.,22,reverted_card_payment?
how come the money from the merchant appeared back into my account?,22,reverted_card_payment?
what is the process to activate a card,0,activate_my_card
"hi, one of payment is still coming as pending for which i have already paid by card. i guess it did not processed, could you please check and update me.",16,pending_card_payment
"i am getting an error stating my transfer is not possible while transferring money. let me know the issue as its the first time i am getting error, earlier it used to work.",3,beneficiary_not_allowed
i need a refund for something i bought.,21,request_refund
i use this card all the time so why did it get declined at the store today?,12,declined_card_payment
"how long should a transfer normally take to process completely? i have a friend that needs it right away, but it's already been 2 hours and she hasn't received it.",27,transfer_not_received_by_recipient
why has my account balance not changed after depositing a cheque?,2,balance_not_updated_after_cheque_or_cash_deposit
are you sure this is the interbank exchange rate? this rate is really bad.,9,card_payment_wrong_exchange_rate
i have made a recent check and cash deposit that isn't reflected in my balance.,2,balance_not_updated_after_cheque_or_cash_deposit
how come my withdrawal rate is wrong for my cash withdrawal,29,wrong_exchange_rate_for_cash_withdrawal
why am i being declined?,12,declined_card_payment
why is there a direct debit fee in the app when i didn't do it?,14,direct_debit_payment_not_recognised
the app says i made a cash withdrawal that i didn't make,11,cash_withdrawal_not_recognised
the exchange rate is incorrect for something i bought,9,card_payment_wrong_exchange_rate
"my money is gone. i had topped up recently and saw it was there, but now it's disappeared, what's going on?",24,top_up_reverted
"hi, my money has not been credited to my account for which i have sent you cheque few days before. i am worried about the money please let me know the status.",2,balance_not_updated_after_cheque_or_cash_deposit
why is there a charge for $1 on my account?,15,extra_charge_on_statement
i don't recognize this payment at all! help!,8,card_payment_not_recognised
do you support top ups?,24,top_up_reverted
the cash abroad exchange rate is applied wrong.,29,wrong_exchange_rate_for_cash_withdrawal
"three months ago i bought a new house for my cat, fluffy. unfortunately fluffy was not a fan of the house and it had to be returned to pet smart last week. they said they have sent a refund but it's not there, can you tell me where it is?",20,Refund_not_showing_up
i keep trying to use my card to buy some things and you keep declining it. why? i've tried multiple times to make it go through but it won't.,12,declined_card_payment
i made a payment and it appears it is showing twice,25,transaction_charged_twice
i was overcharged one extra pound!,15,extra_charge_on_statement
a transfer was not allowed to an account.,3,beneficiary_not_allowed
i'm at the atm right now and it only allowed me to withdraw 10 pounds instead of my requested 30. what's going on? how can i fix this?,28,wrong_amount_of_cash_received
i need to top-up my card today urgently but my card keeps getting declined!! can you please resolve this problem or let me know if you have any alternatives,23,top_up_failed
"someone stole my account, there's a withdrawal but it wasn't me, can we put a stop to it please?",11,cash_withdrawal_not_recognised
why didn't my top up work?,24,top_up_reverted
"how long does a transfer from a uk account take? i just made one and it doesn't seem to be working, wondering if everything is okay",1,balance_not_updated_after_bank_transfer
"if you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds.",0,activate_my_card
i have a cash withdrawal that i don't recognize.,11,cash_withdrawal_not_recognised
i was just giving the wrong amount by the atm. how do i request cash back at this point? the app is showing the amount that i actually requested even though that's not what i got.,28,wrong_amount_of_cash_received
how long after a failed topup will funds refurn to account,18,pending_top_up
i need info on activating my card?,0,activate_my_card
a refund for a recent return has not arrived on my card.,20,Refund_not_showing_up
why is the payment i made still pending?,16,pending_card_payment
"when i got cash, my exchange rate was off.",29,wrong_exchange_rate_for_cash_withdrawal
when will the cash that i put in the atm be cleared from pending status?,17,pending_cash_withdrawal
i may need to dispute a direct debit payment.,14,direct_debit_payment_not_recognised
when will i receive the cash payment from the check i deposited?,2,balance_not_updated_after_cheque_or_cash_deposit
i am not recognizing a debit payment from my account.,14,direct_debit_payment_not_recognised
can you change the rate for the item i bought in a different currency as it is wrong?,9,card_payment_wrong_exchange_rate
why is my card being declined when i try to do a top-up? how can this be immediately resolved?,23,top_up_failed
what is the extra €1 on my statement for?,15,extra_charge_on_statement
my card payment has been on pending forever. what is the problem? it should have gone through at some time by now.,16,pending_card_payment
why isn't the transfer to my account showing up?,1,balance_not_updated_after_bank_transfer
is it possible to dispute a debit payment from a couple of months ago.,14,direct_debit_payment_not_recognised
my card was declined,12,declined_card_payment
"i deposited cash this morning, but it's not showing up in my account. can you tell me where's my money?",2,balance_not_updated_after_cheque_or_cash_deposit
how long will my top-up stay pending?,18,pending_top_up
i transferred money but the balance hasn't changed.,1,balance_not_updated_after_bank_transfer
why is there a fee associated with card use?,7,card_payment_fee_charged
why is my transfer not showing,1,balance_not_updated_after_bank_transfer
"i deposited cash into my account a week ago and it is still not available, please tell me why? i need the cash back now.",2,balance_not_updated_after_cheque_or_cash_deposit
why did the top-up fail?,23,top_up_failed
do you offer refunds? i would like to return purchase.,21,request_refund
there is a card payment i'm not familiar with.,8,card_payment_not_recognised
there's an unauthorized cash withdraw,11,cash_withdrawal_not_recognised
my identity has been stolen. i still have my physical card but there are charges i didn't make on my account. how do i cancel this card or dispute the charges?,11,cash_withdrawal_not_recognised
what are then rules on beneficiaries?,3,beneficiary_not_allowed
is a tracking number available for the card that was just sent?,5,card_arrival
"after i deposited my cash, i still don't see it in my account.",2,balance_not_updated_after_cheque_or_cash_deposit
why is this not letting me exchange crypto? i need help making this transaction go through.,3,beneficiary_not_allowed
i see a fee that i think was charged because i paid by card.,7,card_payment_fee_charged
"my top-up hasn't gone through, what happened?",23,top_up_failed
i need to freeze my card. there are charges on there that i did not authorize. they've been coming out for a couple of days. can i get this money back?,8,card_payment_not_recognised
i transferred some money to my mom 2 days ago and she has not received it. i double checked the information and it looks right. can you help me?,27,transfer_not_received_by_recipient
is there a problem with the top up system? my transaction hasn't gone through properly,18,pending_top_up
i don't know where this debit transaction on my statement came from.,14,direct_debit_payment_not_recognised
am i able to get a refund for a purchase?,21,request_refund
i tried to withdraw cash from the atm machine and it did not work. can you tell me why?,13,declined_cash_withdrawal
"i tried to get some with-drawls but the machine didn't work. the transaction still seems in progress.seems like something is wrong,i don't want to be charged for transaction i did not make.",17,pending_cash_withdrawal
my account was charged a fee. when did you start charging extra for card payments?,7,card_payment_fee_charged
i was wondering why my card was declined,12,declined_card_payment
i don't recognize the direct debit payment on my account.,14,direct_debit_payment_not_recognised
is there a reason my top-up has been cancelled?,24,top_up_reverted
i was double charged at a restaurant can you take the second charge off?,25,transaction_charged_twice
why wouldn't the atm give me cash?,13,declined_cash_withdrawal
"i'm trying to make a payment to my new landlord. even though the payment was sent a few days ago, it isn't clearing on their side. can you verify that payment has been made?",27,transfer_not_received_by_recipient
i withdrew cash and dont see it reflected on the balance,17,pending_cash_withdrawal
i was charged an additional amount of money for making a purchase with my card,7,card_payment_fee_charged
is there a reason my payment is still pending?,16,pending_card_payment
this is the first time i've tried to get my money out of an atm and it didn't work. please give me my money,13,declined_cash_withdrawal
"i got a message saying i made a withdrawal from the bank machine, but i did not.",11,cash_withdrawal_not_recognised
the cash i asked for still hasn't been received,28,wrong_amount_of_cash_received
i transferred some money to a friend of mine who urgently needs some money right now. how long will it take to get to her?,27,transfer_not_received_by_recipient
why am i charged a fee when using my debit or credit card?,7,card_payment_fee_charged
i tried withdrawing money in another country and the exchange rate was wrong.,29,wrong_exchange_rate_for_cash_withdrawal
will i have to wait much longer for my new card to arrive?,5,card_arrival
my top-up didn't go through; it still says pending. what's up with that?,18,pending_top_up
"my card has been declined by two separate atm, and i'm worried something is wrong with my account. would you please see if my account is okay?",13,declined_cash_withdrawal
why haven't i received a refund yet?,20,Refund_not_showing_up
my transfer isn't in,27,transfer_not_received_by_recipient
"the other bank confirmed a transfer i made, but this account is not reflecting it yet.",1,balance_not_updated_after_bank_transfer
my top up isnt working,23,top_up_failed
my card payment has had the status of pending forever. what is the issue? it should have gone through at some point.,16,pending_card_payment
"i want a refund, but i haven't received the item yet. can i cancel it and get my funds back? how do i do that.",21,request_refund
why hasn't my withdrawal shown on my statement?,17,pending_cash_withdrawal
could you explain why my card payment did not work?,12,declined_card_payment
why is there an additional fee showing on the statement i received?,15,extra_charge_on_statement
there is a refund missing.,20,Refund_not_showing_up
there was a direct debit transaction i have don't think should be there.,14,direct_debit_payment_not_recognised
i don't think i made this transaction on my statement,8,card_payment_not_recognised
there are two of the same charge on my statement.,25,transaction_charged_twice
my top up is still pending,18,pending_top_up
"i was charged twice, when i didn't purchase anything twice.",25,transaction_charged_twice
i think my card is being used by someone else to make purchases that i didn't authorize! i checked my account and see that there have been quite a few purchases over the last two days that i have no idea where they came from. we need to freeze my card now! and i need to find a way to get my money back.,8,card_payment_not_recognised
how can i activate the new card i got?,0,activate_my_card
there's a cash withdrawal on my account that i didn't make,11,cash_withdrawal_not_recognised
"why did i get charged a fee, i thought it was free?",10,cash_withdrawal_charge
why is it failing to top-up?,23,top_up_failed
my statement shows an extra fee - what is it?,15,extra_charge_on_statement
why is my balance not updated?,1,balance_not_updated_after_bank_transfer
"hello, can you please inform me about international transfers? i am expecting a transfer i made from france two days ago and would like to know when it will arrive.",1,balance_not_updated_after_bank_transfer
"there was money taken out of my account, and i'm pretty sure i didn't do it.",11,cash_withdrawal_not_recognised
why hasn't my friend received the transaction?,27,transfer_not_received_by_recipient
i went to the notting hill atm to use my card the first time for a cash withdrawal but it didn't work. does this mean that my card isn't working yet?,13,declined_cash_withdrawal
i did not get the right exchange rate while getting my cash out.,29,wrong_exchange_rate_for_cash_withdrawal
why do i have duplicate transactions for one purchase?,25,transaction_charged_twice
i need some help figuring out what this strange payment is on my account. it's stays pending and won't go away.,15,extra_charge_on_statement
to many charges on my card how do i go about fixing that?,25,transaction_charged_twice
please help me get a refund?,21,request_refund
i see a direct debit transaction in my history that i did not set up.,14,direct_debit_payment_not_recognised
please help! the app won't let me cancel a money transfer. i accidently sent money to an account that wasn't mine. i need this cancelled immediately.,4,cancel_transfer
why was i charged more than i should have been?,15,extra_charge_on_statement
the app reverted after i topped-up,24,top_up_reverted
i withdrew some cash and the exchange rate seems to be wrong.,29,wrong_exchange_rate_for_cash_withdrawal
when i tried to pay in a store my card din't work,12,declined_card_payment
"why does the atm continually decline my card? i've tried multiple times on different machines with the same results. i thought i had enough funds for this, so please help me understand why this is happening.",13,declined_cash_withdrawal
i just made an order and noticed an extra fee. why have you charged me this without informing me?,7,card_payment_fee_charged
i made a payment that is not yet complete.,16,pending_card_payment
how long will it take for my money to be deposited?,18,pending_top_up
i received less cash than the amount i specified in the atm.,28,wrong_amount_of_cash_received
top up is still pending,18,pending_top_up
how much longer is it going to take to get my new card?,5,card_arrival
what is the return policy?,21,request_refund
i just got an error message saying my transfer is not possible? why is that? i've transferred money before and it worked without problem,3,beneficiary_not_allowed
why was my card payment reversed?,22,reverted_card_payment?
why hasn't my money transfer showed up yet?,1,balance_not_updated_after_bank_transfer
hi. i noticed i have a duplicate charge which i have not made twice. who should i talk to take care of this?,25,transaction_charged_twice
"for some reason, i'm unable to transfer funds.",3,beneficiary_not_allowed
"i just moved overseas and i noticed that you are charging me more fees. i am a loyal customer, is this how you expect to keep customers?",26,transfer_fee_charged
what do i do if my payment was reverted?,22,reverted_card_payment?
i think the payment from my card was revereted,22,reverted_card_payment?
"i put some money in my account the other day and it's not gone in yet, can you help with this?",2,balance_not_updated_after_cheque_or_cash_deposit
is there a reason a payment is showing complete on my side but the person who is receiving it has not gotten it?,27,transfer_not_received_by_recipient
atm is broken. it did not give me the full amount (30 pounds.) i'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. i need assistance now!,28,wrong_amount_of_cash_received
my purchases from this morning still have pending payments.,16,pending_card_payment
"my cash withdrawal says pending, why?",17,pending_cash_withdrawal
the app is showing that i received alot more money than i actually received from the atm. this occurred earlier today.,28,wrong_amount_of_cash_received
"hi, i sent a payment to the wrong account number - can you cancel it as soon as possible?",4,cancel_transfer
"i hate this atm, it charged me an extra fee, why did it charge?",10,cash_withdrawal_charge
why was i charged extra when paying with card?,7,card_payment_fee_charged
why does my transfer still say it is pending?,19,pending_transfer
"i keep trying to make a payment, but it doesn't work.",12,declined_card_payment
"if i see a payment in the app that i don't recognize, what should i do?",8,card_payment_not_recognised
there's an error in regards to the exchange rate for an item i bought.,9,card_payment_wrong_exchange_rate
why is there a fee on my money transfer?,26,transfer_fee_charged
is there a way to track the new card you sent me?,5,card_arrival
i feel as though i have been over charged for the exchange rate on my payment on last saturday.,9,card_payment_wrong_exchange_rate
"when is my balance going to update, i just transferred some money",1,balance_not_updated_after_bank_transfer
i didn't set up the direct debit i have,14,direct_debit_payment_not_recognised
you have declined my payment.,12,declined_card_payment
"hello, i wanted to get some more information about atm withdraw fee. i have been withdrawing money for years and notice this charge on my account. i always thought it was no fee since its you guys atm company that i am withdrawing. can you please explain?",10,cash_withdrawal_charge
"while abroad i got cash, and a wrong exchange rate was applied.",29,wrong_exchange_rate_for_cash_withdrawal
i just had a look at my statement. why have i been changed for using the atm?,10,cash_withdrawal_charge
i'm being charged for using my card!,7,card_payment_fee_charged
stop the transaction,4,cancel_transfer
the amount of cash i received did not match the amount i requested,28,wrong_amount_of_cash_received
i'm not able to withdraw money from the atm but i'm not sure why.,13,declined_cash_withdrawal
how to cancel a transaction,4,cancel_transfer
"hello i am unable to exchange the crypto currency through the app, i am very keen to buy. please let me know the issue. interested buying crypto currency but i am unable to purchase it through the application,i do want to do the exchange, could you please let me know what is the problem?",3,beneficiary_not_allowed
my top-up was rejected by an app.,23,top_up_failed
why was i charged a fee for withdrawing money off my card?,10,cash_withdrawal_charge
is it normal to be charged an extra fee when paying with my card?,7,card_payment_fee_charged
why did they charge me an extra $1?,15,extra_charge_on_statement
how can i activate my new card? i didn't recieve any information with it about how to do so.,0,activate_my_card
should my top-up be completed by now?,18,pending_top_up
how long should i wait for top up go go through ?,18,pending_top_up
my card payment didn't go through.,12,declined_card_payment
i found a direct debit i would like to dispute,14,direct_debit_payment_not_recognised
there is an extra small charge on my card! what do i do?,15,extra_charge_on_statement
how long does a bank transfer take to show up in available funds?,1,balance_not_updated_after_bank_transfer
where can i activate my card?,0,activate_my_card
the exchange rate applied was incorrect when i was traveling outside the country.,29,wrong_exchange_rate_for_cash_withdrawal
i believe i was charged for making a withdrawal after i went grocery shopping. are you guys charging for this now?,10,cash_withdrawal_charge
my app says i withdraw money from my account from an atm.,11,cash_withdrawal_not_recognised
"why is my transfer not working? i tried multiple times to transfer money, and all that happens is an error message pops up.",3,beneficiary_not_allowed
i have been charged a pound for something that appears on my statement,15,extra_charge_on_statement
the app reverted my recent payment,22,reverted_card_payment?
"the atm would not give me cash,why?",13,declined_cash_withdrawal
i've transferred money into my account but the balance is the same,1,balance_not_updated_after_bank_transfer
"hi, i checked my transactions and saw that i was charged twice during a restaurant visit. i would like to get my money back.",25,transaction_charged_twice
i made a payment but it's still pending,16,pending_card_payment
"i was charged a fee when i transferred my funds, why?",26,transfer_fee_charged
i am missing a refund amount on my account.,20,Refund_not_showing_up
why is my cash withdrawal pending?,17,pending_cash_withdrawal
can you tell me why my credit card was declined while trying to top-up?,23,top_up_failed
why am i getting a fee on a card payment?,7,card_payment_fee_charged
card activation steps,0,activate_my_card
how much longer do i have to wait until my transaction is complete? i transferred money to another country many hours ago and the transaction is still pending.,19,pending_transfer
card activation is not working. what do i do?,0,activate_my_card
i paid with my card and ended up being charged a fee.,7,card_payment_fee_charged
has my top up gone through?,18,pending_top_up
why was my cash withdrawal given the wrong exchange rate?,29,wrong_exchange_rate_for_cash_withdrawal
can you tell me why a refund i'm owed is not showing on my statement?,20,Refund_not_showing_up
help please! my rent payment is coming out tomorrow and i made a payment mistake yesterday! can you put in in the correct account?,4,cancel_transfer
why didnt my top up go through,24,top_up_reverted
i can't get money out of the atm. is my card actually working? it's the first time i tried using it,13,declined_cash_withdrawal
why do i have a charge for an atm withdrawal? i thought these were free?,10,cash_withdrawal_charge
"i made a mistake when making my last transfer, please cancel before it goes thru.",4,cancel_transfer
why wasn't my top-up accepted and where did that money go? at first it said it was confirmed but now i can't find it.,24,top_up_reverted
"i received a fee for obtaining cash, is this correct?",10,cash_withdrawal_charge
why was the exchange wrong for the item i purchased?,9,card_payment_wrong_exchange_rate
i still do not see the cash deposit in my account from last week. why?,2,balance_not_updated_after_cheque_or_cash_deposit
a transaction posted twice to my account.,25,transaction_charged_twice
how long does it typically take to make a transfer from a uk bank? i just made one and it hasn't shown up in my account yet.,1,balance_not_updated_after_bank_transfer
the currency exchange for my purchase in foreign currency is incorrect.,9,card_payment_wrong_exchange_rate
"the activation process did not work, please help?",0,activate_my_card
let me know when applying extra charges for payments. i just checked the app and saw a fee that i wasn't warned about.,7,card_payment_fee_charged
i'm still awaiting for the completion of the transaction.,27,transfer_not_received_by_recipient
can someone assist me with activating my card?,0,activate_my_card
how do i get my cash withdrawal to show?,17,pending_cash_withdrawal
why was i double charged?,25,transaction_charged_twice
there's something wrong on my bill. a transfer fee should never have been added.,26,transfer_fee_charged
my cash withdrawal shows as pending still.,17,pending_cash_withdrawal
i made a deposit and the balance hasn't been updated.,2,balance_not_updated_after_cheque_or_cash_deposit
"hi, i tried to withdraw some money from an atm and the machine was broken. it says that the transaction is still in progress. can you double check to see what's happening? i don't want to be charged since i was not able to withdraw the money.",17,pending_cash_withdrawal
after purchasing an item i noticed the exchange rate was incorrect.,9,card_payment_wrong_exchange_rate
"i made a deposit a couple of days back it's, as of yet, not gone in! it would be ideal if you assist me with this",2,balance_not_updated_after_cheque_or_cash_deposit
a withdraw i tried to make at the atm was declined i don't know why.,13,declined_cash_withdrawal
where did the €1 fee in my statement come from,15,extra_charge_on_statement
"i was told that withdrawing cash from the atm is free, but i'm charged a fee. why is this?",10,cash_withdrawal_charge
i found my lost card. am i still able to use it?,6,card_linking
"i haven't received my transfer funds yet, where are they?",19,pending_transfer
can i use my new card?,0,activate_my_card
how long will it take for a bank transfer to show up on my account? it's been a couple hours but i havnt seen anything yet. also it's from a uk account if that makes any difference.,1,balance_not_updated_after_bank_transfer
why is my top up not completing?,18,pending_top_up
tell my why my top-up is pending.,18,pending_top_up
i made a cash deposit going to my account but it is not there,2,balance_not_updated_after_cheque_or_cash_deposit
when will my deposit post to my account?,2,balance_not_updated_after_cheque_or_cash_deposit
i made a check and cash deposit that wasn't credited to my account.,2,balance_not_updated_after_cheque_or_cash_deposit
"hi, would you please activate my card?",0,activate_my_card
am i getting charged for making a payment?,7,card_payment_fee_charged
why is there an uknown charge showing on my account?,8,card_payment_not_recognised
"is there something wrong with my top up i did an hour ago? it's still pending. i need that money, i cant afford to wait or have it come back to me.",18,pending_top_up
i transferred money to my account but it is not showing.,1,balance_not_updated_after_bank_transfer
my top up did not complete.,18,pending_top_up
"how long do eu transfers actually take? i recently bought something online a few days ago, sent the money immediately online but the seller says it's still not there yet.",19,pending_transfer
after i transferred money the balance remained the same.,1,balance_not_updated_after_bank_transfer
i transferred some money but it hasn't arrived yet,1,balance_not_updated_after_bank_transfer
there is a strange payment on my card.,8,card_payment_not_recognised
"i tried to withdraw some money from an atm this morning but wasn't able to get the amount of cash i needed. the amount in the app says what i was trying to withdraw was deducted, but i don't have any money. what do i do about this?",28,wrong_amount_of_cash_received
i don't understand why i was charged extra for withdrawing money?,10,cash_withdrawal_charge
"i went to an atm to get cash, but the app says the withdrawal is still pending. how is that possible when i already have the cash with me?",17,pending_cash_withdrawal
i tried to withdraw cash at an atm in the city center but my card was declined. the transaction is still showing up as pending - please cancel it!,17,pending_cash_withdrawal
"i transferred money to a receiver within the eu and they received a lesser amount than expected. now i will have to send additional money to the receiver in order to make up the difference. i'm not sure what went wrong, can you please advise?",26,transfer_fee_charged
there's an error with the rate that is charged.,9,card_payment_wrong_exchange_rate
there is a withdrawal in my account i didn't make.,11,cash_withdrawal_not_recognised
"i have done a transfer within the country the day before yesterday, but it's still not there yet. can you please check what's going on with that, the account number definitely is the right one, i've checked that already.",27,transfer_not_received_by_recipient
what is the reason for my beneficiary to be disallowed?,3,beneficiary_not_allowed
i got charged twice,25,transaction_charged_twice
i went to use my new card today and the card was repeatedly declined. i would really like to use this card and need to know what to do about it.,12,declined_card_payment
"transfers may show up as pending for up to one business day while they are processed, and then they'll depart for the beneficiary accounts. please confirm that you have correctly entered your account details. sepa transfers typically take up to two working days, while swift transfers can take up to five working days.",19,pending_transfer
i changed my mind on something i purchased through you and i need the transaction canceled and a refund as soon as possible. can you help me please?,21,request_refund
"hello-can you please help me get a refund from this merchant? i ordered a product and would like to return it. i have been unsuccessful in getting the merchant to return my request for the past several days. i understand it can take up to 45 days to process the dispute and issue a refund, however, if this can be expedited faster it would be very helpful to me.",21,request_refund
"i don't recognize this payment on my app, i am sure i didn't spend any money there.",8,card_payment_not_recognised
is there a reason my new card hasn't arrived?,5,card_arrival
what is this cash withdrawal on my statement?,11,cash_withdrawal_not_recognised
i topped up my account but the app failed to process it.,23,top_up_failed
why was i charged twice?,25,transaction_charged_twice
i am unable to get cash from the atm,13,declined_cash_withdrawal
why is there a fee for my transfer?,26,transfer_fee_charged
i need to know when a payment will actually go through. i completed a payment using my card but it is just showing as pending at this point and it has been a while ago.,16,pending_card_payment
the rate of exchange for my cash withdrawal is wrong.,29,wrong_exchange_rate_for_cash_withdrawal
the app says that i got cash in an atm and i didn't,11,cash_withdrawal_not_recognised
why did i get less cash than what i asked in the atm?,28,wrong_amount_of_cash_received
